CVE_CUENTA,CVE_PERIODO,CVE_ESTADO,CVE_MUNICIPIO,CVE_INSTITUCION,CUENTAS_NOMINA,CUENTAS_TOTALES,CUENTAS_MA,CUNETAS_NIVEL1,CUENTAS_NIVEL2,CUENTAS_NIVEL3,CUENTAS_NIVEL4,CUENTAS_AHORRO,CUENTAS_PLAZOFIJO,,,,,,,,
"1,022,461",202002,9,9004,40137,180,11886,11706,0,0,0,11886,0,32,,,,,,,,
"1,022,462",202002,9,9004,40143,0,439,439,0,0,0,439,0,321,,,,,,,,
"1,022,463",202002,9,9004,40150,0,23,23,0,0,0,23,0,35,,,,,,,,
"1,022,464",202002,9,9004,40154,0,143,143,0,0,0,143,0,90,,,,,,,,
"1,022,465",202002,9,9004,40160,0,337,337,0,0,0,337,0,0,,,,,,,,
"1,022,466",202002,9,9005,40002,68169,216986,148817,0,43380,0,173606,4,10978,,,,,,,,
"1,022,467",202002,9,9005,40012,102965,200121,97156,0,21683,0,178438,0,4213,,,,,,,,
"1,022,468",202002,9,9005,40014,31350,72559,41209,0,1644,593,70322,1,8395,,,,,,,,
"1,022,469",202002,9,9005,40021,63587,109976,46389,0,0,0,109976,0,4610,,,,,,,,
"1,022,470",202002,9,9005,40030,469,1279,810,0,1,0,1278,0,31,,,,,,,,
"1,022,471",202002,9,9005,40036,960,11735,10775,0,43,0,11692,0,870,,,,,,,,
"1,022,472",202002,9,9005,40042,4,1482,1478,0,0,0,1482,0,283,,,,,,,,
"1,022,473",202002,9,9005,40044,5897,19204,13307,0,17,0,19187,0,1553,,,,,,,,
"1,022,474",202002,9,9005,40058,0,2161,2161,0,294,0,1867,0,321,,,,,,,,
"1,022,475",202002,9,9005,40062,44,243,199,0,0,0,243,0,29,,,,,,,,
"1,022,476",202002,9,9005,40072,38507,68227,29720,0,8668,1203,58356,0,6830,,,,,,,,
"1,022,477",202002,9,9005,40127,10333,180717,170384,4,1,0,180712,0,2465,,,,,,,,
"1,022,478",202002,9,9005,40130,0,279,279,0,24,0,255,0,153,,,,,,,,
"1,022,479",202002,9,9005,40131,0,6464,6464,0,0,0,6464,0,593,,,,,,,,
"1,022,480",202002,9,9005,40132,1388,2438,1050,0,0,0,2438,0,247,,,,,,,,
"1,022,481",202002,9,9005,40137,1380,56161,54781,0,0,0,56161,0,128,,,,,,,,
"1,022,482",202002,9,9005,40140,0,300,300,0,0,0,300,25,167,,,,,,,,
"1,022,483",202002,9,9005,40143,0,143,143,0,0,0,143,0,312,,,,,,,,
"1,022,484",202002,9,9005,40150,0,43,43,0,0,0,43,0,107,,,,,,,,
"1,022,485",202002,9,9005,40151,0,127,127,0,0,0,127,0,25,,,,,,,,
"1,022,486",202002,9,9006,40002,23731,63658,39927,0,14795,0,48863,0,2374,,,,,,,,
"1,022,487",202002,9,9006,40012,43118,83164,40046,0,15202,0,67962,0,1273,,,,,,,,
"1,022,488",202002,9,9006,40014,35189,55186,19997,0,1717,699,52770,0,3848,,,,,,,,
"1,022,489",202002,9,9006,40021,17725,32755,15030,0,0,0,32755,0,1522,,,,,,,,
"1,022,490",202002,9,9006,40030,367,1245,878,0,0,0,1245,0,60,,,,,,,,
"1,022,491",202002,9,9006,40036,649,3274,2625,0,39,0,3235,0,216,,,,,,,,
"1,022,492",202002,9,9006,40044,2222,5810,3588,0,2,0,5808,0,301,,,,,,,,
"1,022,493",202002,9,9006,40062,0,1,1,0,0,0,1,0,0,,,,,,,,
"1,022,494",202002,9,9006,40072,17622,26863,9241,0,3629,572,22662,0,2163,,,,,,,,
"1,022,495",202002,9,9006,40127,2301,67425,65124,0,0,0,67425,0,1019,,,,,,,,
"1,022,496",202002,9,9006,40130,0,574,574,0,109,0,465,0,13,,,,,,,,
"1,022,497",202002,9,9006,40131,0,1068,1068,0,0,0,1068,0,92,,,,,,,,
"1,022,498",202002,9,9006,40137,592,30486,29894,0,0,0,30486,0,249,,,,,,,,
"1,022,499",202002,9,9006,40150,0,15,15,0,0,0,15,0,27,,,,,,,,
"1,022,500",202002,9,9007,40002,90275,247600,157325,0,56926,0,190674,0,10369,,,,,,,,
"1,022,501",202002,9,9007,40012,105308,227836,122528,0,42813,0,185023,0,4335,,,,,,,,
"1,022,502",202002,9,9007,40014,46197,86540,40343,0,3268,250,83022,1,7272,,,,,,,,
"1,022,503",202002,9,9007,40021,77103,129915,52812,0,0,0,129915,0,5127,,,,,,,,
"1,022,504",202002,9,9007,40030,3683,6227,2544,0,396,0,5831,0,121,,,,,,,,
"1,022,505",202002,9,9007,40036,1791,18361,16570,0,76,0,18285,0,1327,,,,,,,,
"1,022,506",202002,9,9007,40042,5,852,847,0,0,0,852,0,221,,,,,,,,
"1,022,507",202002,9,9007,40044,6399,22432,16033,0,56,0,22376,0,1574,,,,,,,,
"1,022,508",202002,9,9007,40058,0,1258,1258,0,430,0,828,0,240,,,,,,,,
"1,022,509",202002,9,9007,40062,4238,5509,1271,0,0,0,5509,0,294,,,,,,,,
"1,022,510",202002,9,9007,40072,61753,91321,29568,0,13624,4559,73138,0,6302,,,,,,,,
"1,022,511",202002,9,9007,40127,7637,217551,209914,9,2,0,217540,0,2395,,,,,,,,
"1,022,512",202002,9,9007,40128,348,608,260,0,1,0,607,0,142,,,,,,,,
"1,022,513",202002,9,9007,40130,0,10370,10370,0,444,0,9926,0,1697,,,,,,,,
"1,022,514",202002,9,9007,40131,0,6542,6542,0,0,0,6542,0,820,,,,,,,,
"1,022,515",202002,9,9007,40137,3123,101343,98220,0,0,0,101343,0,628,,,,,,,,
"1,022,516",202002,9,9007,40150,0,29,29,0,0,0,29,0,64,,,,,,,,
"1,022,517",202002,9,9008,40002,20794,54996,34202,0,8146,0,46850,0,2028,,,,,,,,
"1,022,518",202002,9,9008,40012,12134,30599,18465,0,2965,0,27634,0,615,,,,,,,,
"1,022,519",202002,9,9008,40014,1600,3844,2244,0,38,8,3798,0,472,,,,,,,,
"1,022,520",202002,9,9008,40021,7008,22828,15820,0,0,0,22828,0,1355,,,,,,,,
"1,022,521",202002,9,9008,40044,887,3620,2733,0,1,0,3619,0,190,,,,,,,,
"1,022,522",202002,9,9008,40072,2733,5041,2308,0,877,173,3991,0,431,,,,,,,,
"1,022,523",202002,9,9008,40127,696,26567,25871,0,0,0,26567,0,466,,,,,,,,
"1,022,524",202002,9,9008,40131,0,1195,1195,0,0,0,1195,0,93,,,,,,,,
"1,022,525",202002,9,9008,40132,4892,6552,1660,0,0,0,6552,0,256,,,,,,,,
"1,022,526",202002,9,9008,40137,70,7455,7385,0,0,0,7455,0,32,,,,,,,,
"1,022,527",202002,9,9008,40150,0,5,5,0,0,0,5,0,17,,,,,,,,
"1,022,528",202002,9,9009,40002,3440,11836,8396,0,1739,0,10097,0,1307,,,,,,,,
"1,022,529",202002,9,9009,40012,3845,6772,2927,0,745,0,6027,0,166,,,,,,,,
"1,022,530",202002,9,9009,40014,16,16,0,0,0,0,16,0,0,,,,,,,,
"1,022,531",202002,9,9009,40021,1349,3971,2622,0,0,0,3971,0,365,,,,,,,,
"1,022,532",202002,9,9009,40072,1270,2418,1148,0,499,49,1870,0,440,,,,,,,,
"1,022,533",202002,9,9009,40127,604,23626,23022,1,0,0,23625,0,209,,,,,,,,
"1,022,534",202002,9,9009,40130,0,340,340,0,0,0,340,0,129,,,,,,,,
"1,022,535",202002,9,9009,40150,0,0,0,0,0,0,0,0,2,,,,,,,,
"1,022,536",202002,9,9010,40002,156285,293133,136848,0,56454,0,236679,0,60613,,,,,,,,
"1,022,537",202002,9,9010,40012,101867,207122,105255,0,27451,0,179671,0,3148,,,,,,,,
"1,022,538",202002,9,9010,40014,65325,339276,273951,0,1636,916,336724,1,52613,,,,,,,,
"1,022,539",202002,9,9010,40021,42678,101529,58851,0,0,0,101529,0,4350,,,,,,,,
"1,022,540",202002,9,9010,40030,1778,2842,1064,0,2,0,2840,0,53,,,,,,,,
"1,022,541",202002,9,9010,40036,3334,22442,19108,0,230,0,22212,0,867,,,,,,,,
"1,022,542",202002,9,9010,40042,21,3481,3460,0,0,0,3481,0,680,,,,,,,,
"1,022,543",202002,9,9010,40044,16682,40351,23669,0,80,0,40271,0,1000,,,,,,,,
"1,022,544",202002,9,9010,40058,0,1938,1938,0,107,0,1831,0,298,,,,,,,,
"1,022,545",202002,9,9010,40062,1025,2170,1145,0,0,0,2170,0,200,,,,,,,,
"1,022,546",202002,9,9010,40072,53870,88452,34582,0,21214,2788,64450,0,4899,,,,,,,,
"1,022,547",202002,9,9010,40127,2952,77165,74213,0,0,0,77165,0,758,,,,,,,,
"1,022,548",202002,9,9010,40132,1037,3596,2559,0,0,0,3596,0,440,,,,,,,,
"1,022,549",202002,9,9010,40133,2054,76346,74292,0,0,0,76346,31,4327,,,,,,,,
"1,022,550",202002,9,9010,40136,0,933,933,0,0,0,933,0,70,,,,,,,,
"1,022,551",202002,9,9010,40137,456,22130,21674,0,0,0,22130,0,94,,,,,,,,
"1,022,552",202002,9,9010,40140,0,1118,1118,0,0,0,1118,6081,837,,,,,,,,
"1,022,553",202002,9,9010,40143,0,537,537,0,0,0,537,0,595,,,,,,,,
"1,022,554",202002,9,9010,40150,0,61,61,0,0,0,61,0,96,,,,,,,,
"1,022,555",202002,9,9011,40002,14397,40893,26496,0,10726,0,30167,0,2310,,,,,,,,
"1,022,556",202002,9,9011,40012,6070,13500,7430,0,1409,0,12091,0,441,,,,,,,,
"1,022,557",202002,9,9011,40014,3534,7254,3720,0,363,0,6891,0,1036,,,,,,,,
"1,022,558",202002,9,9011,40021,8448,16791,8343,0,0,0,16791,0,731,,,,,,,,
"1,022,559",202002,9,9011,40072,7589,10996,3407,0,1605,178,9213,0,941,,,,,,,,
"1,022,560",202002,9,9011,40127,2699,83706,81007,1,0,0,83705,0,688,,,,,,,,
"1,022,561",202002,9,9011,40130,0,857,857,0,67,0,790,0,348,,,,,,,,
"1,022,562",202002,9,9011,40137,609,25902,25293,0,0,0,25902,0,197,,,,,,,,
"1,022,563",202002,9,9011,40150,0,5,5,0,0,0,5,0,8,,,,,,,,
"1,022,564",202002,9,9012,40002,34369,138669,104300,0,20275,0,118394,1,4408,,,,,,,,
"1,022,565",202002,9,9012,40012,49334,114368,65034,0,17332,0,97036,0,2121,,,,,,,,
"1,022,566",202002,9,9012,40014,28267,69402,41135,0,1077,741,67584,0,10025,,,,,,,,
"1,022,567",202002,9,9012,40021,44337,83554,39217,0,0,0,83554,0,3888,,,,,,,,
"1,022,568",202002,9,9012,40030,1906,5670,3764,0,1743,0,3927,0,114,,,,,,,,
"1,022,569",202002,9,9012,40036,41888,280684,238796,0,1175,0,279509,0,1533,,,,,,,,
"1,022,570",202002,9,9012,40042,0,1060,1060,0,0,0,1060,0,201,,,,,,,,
"1,022,571",202002,9,9012,40044,12433,38589,26156,0,8253,0,30336,0,1061,,,,,,,,
"1,022,572",202002,9,9012,40062,1,2,1,0,0,0,2,0,0,,,,,,,,
"1,022,573",202002,9,9012,40072,21551,42310,20759,0,5732,885,35693,0,3539,,,,,,,,
"1,022,574",202002,9,9012,40127,28417,1660644,1632227,3621,770146,0,886877,0,6559,,,,,,,,
"1,022,575",202002,9,9012,40130,0,326,326,0,1,0,325,0,97,,,,,,,,
"1,022,576",202002,9,9012,40132,426,1365,939,0,0,0,1365,0,185,,,,,,,,
"1,022,577",202002,9,9012,40137,34,772,738,0,0,0,772,0,8,,,,,,,,
"1,022,578",202002,9,9012,40143,0,226,226,0,0,0,226,0,238,,,,,,,,
"1,022,579",202002,9,9012,40150,0,28,28,0,0,0,28,0,65,,,,,,,,
"1,022,580",202002,9,9013,40002,15540,41588,26048,0,10014,0,31574,1,1772,,,,,,,,
"1,022,581",202002,9,9013,40012,9021,23076,14055,0,2786,0,20290,0,798,,,,,,,,
"1,022,582",202002,9,9013,40014,3496,8993,5497,0,240,24,8729,0,1348,,,,,,,,
"1,022,583",202002,9,9013,40021,7932,18936,11004,0,0,0,18936,0,1215,,,,,,,,
"1,022,584",202002,9,9013,40036,99,1034,935,0,17,0,1017,0,82,,,,,,,,
"1,022,585",202002,9,9013,40044,1469,5397,3928,0,2,0,5395,0,350,,,,,,,,
"1,022,586",202002,9,9013,40072,2931,6020,3089,0,656,96,5268,0,1271,,,,,,,,
"1,022,587",202002,9,9013,40127,1058,47442,46384,1,0,0,47441,0,650,,,,,,,,
"1,022,588",202002,9,9013,40130,0,227,227,0,0,0,227,0,94,,,,,,,,
"1,022,589",202002,9,9013,40137,140,10785,10645,0,0,0,10785,0,45,,,,,,,,
"1,022,590",202002,9,9013,40150,0,10,10,0,0,0,10,0,25,,,,,,,,
"1,022,591",202002,9,9014,40002,90160,238231,148071,0,15015,0,223216,2,9611,,,,,,,,
"1,022,592",202002,9,9014,40012,568677,2695560,2126883,11,2278165,23,417361,0,5710,,,,,,,,
"1,022,593",202002,9,9014,40014,115699,226292,110593,0,3131,6400,216761,2,20316,,,,,,,,
"1,022,594",202002,9,9014,40021,102790,188678,85888,0,0,0,188678,0,6730,,,,,,,,
"1,022,595",202002,9,9014,40030,6193,11666,5473,0,1607,0,10059,0,315,,,,,,,,
"1,022,596",202002,9,9014,40036,3492,30432,26940,0,281,0,30151,0,1562,,,,,,,,
"1,022,597",202002,9,9014,40042,36,2240,2204,0,0,0,2240,0,395,,,,,,,,
"1,022,598",202002,9,9014,40044,20012,71718,51706,0,11092,0,60626,0,2793,,,,,,,,
"1,022,599",202002,9,9014,40058,1,892,891,0,134,0,758,0,183,,,,,,,,
"1,022,600",202002,9,9014,40062,3550,4952,1402,0,0,0,4952,0,107,,,,,,,,
"1,022,601",202002,9,9014,40072,100715,151680,50965,0,33358,8408,109914,0,6858,,,,,,,,
"1,022,602",202002,9,9014,40103,0,11,11,0,0,0,11,0,12,,,,,,,,
"1,022,603",202002,9,9014,40112,0,14494,14494,0,0,0,14494,0,1138,,,,,,,,
"1,022,604",202002,9,9014,40127,1642,41398,39756,0,0,0,41398,0,522,,,,,,,,
"1,022,605",202002,9,9014,40128,4293,7157,2864,0,341,0,6816,0,1843,,,,,,,,
"1,022,606",202002,9,9014,40130,0,11994,11994,0,11913,0,81,0,38,,,,,,,,
"1,022,607",202002,9,9014,40131,0,2913,2913,0,0,0,2913,0,661,,,,,,,,
"1,022,608",202002,9,9014,40132,335,1343,1008,0,0,0,1343,0,222,,,,,,,,
"1,022,609",202002,9,9014,40137,243,14205,13962,0,0,0,14205,0,47,,,,,,,,
"1,022,610",202002,9,9014,40143,0,524,524,0,0,0,524,0,792,,,,,,,,
"1,022,611",202002,9,9014,40150,0,64,64,0,0,0,64,0,144,,,,,,,,
"1,022,612",202002,9,9015,40002,319458,2114619,1795161,0,1588223,0,526396,8,17260,,,,,,,,
"1,022,613",202002,9,9015,40012,1260523,1716268,455745,225,1037746,10,678287,0,51236,,,,,,,,
"1,022,614",202002,9,9015,40014,152164,280272,128108,0,3179,7276,269817,7,26160,,,,,,,,
"1,022,615",202002,9,9015,40021,235724,414695,178971,0,5877,0,408818,0,14812,,,,,,,,
"1,022,616",202002,9,9015,40030,8373,14729,6356,0,44,0,14685,0,431,,,,,,,,
"1,022,617",202002,9,9015,40036,5551,27441,21890,0,266,0,27175,0,1026,,,,,,,,
"1,022,618",202002,9,9015,40042,37,4404,4367,0,0,0,4404,0,603,,,,,,,,
"1,022,619",202002,9,9015,40044,38170,144577,106407,0,57866,266,86445,0,2983,,,,,,,,
"1,022,620",202002,9,9015,40058,23,3254,3231,0,717,0,2537,0,277,,,,,,,,
"1,022,621",202002,9,9015,40060,11,740,729,0,0,0,740,0,282,,,,,,,,
"1,022,622",202002,9,9015,40062,29990,389383,359393,0,1,0,389382,0,383,,,,,,,,
"1,022,623",202002,9,9015,40072,214882,629386,414504,354092,51046,8121,216127,0,7911,,,,,,,,
"1,022,624",202002,9,9015,40102,0,341,341,0,0,0,341,0,2510,,,,,,,,
"1,022,625",202002,9,9015,40108,0,1502,1502,0,0,0,1502,0,184,,,,,,,,
"1,022,626",202002,9,9015,40113,0,15133,15133,0,0,0,15133,0,864,,,,,,,,
"1,022,627",202002,9,9015,40127,4699,68694,63995,2,0,0,68692,0,811,,,,,,,,
"1,022,628",202002,9,9015,40128,273,556,283,0,0,0,556,0,274,,,,,,,,
"1,022,629",202002,9,9015,40131,0,2966,2966,0,0,0,2966,0,566,,,,,,,,
"1,022,630",202002,9,9015,40132,1900,3116,1216,0,0,0,3116,0,181,,,,,,,,
"1,022,631",202002,9,9015,40136,0,2232,2232,0,0,0,2232,0,237,,,,,,,,
"1,022,632",202002,9,9015,40137,934,44548,43614,0,0,0,44548,0,141,,,,,,,,
"1,022,633",202002,9,9015,40143,0,593,593,0,0,0,593,0,611,,,,,,,,
"1,022,634",202002,9,9015,40150,0,114,114,0,0,0,114,0,255,,,,,,,,
"1,022,635",202002,9,9015,40155,0,36,36,0,0,0,36,0,1,,,,,,,,
"1,022,636",202002,9,9015,40157,0,150,150,0,0,0,150,0,2,,,,,,,,
"1,022,637",202002,9,9015,40158,0,318,318,0,0,0,318,0,11,,,,,,,,
"1,022,638",202002,9,9015,40159,0,32,32,0,0,0,32,0,0,,,,,,,,
"1,022,639",202002,9,9015,40162,0,1,1,0,0,0,1,0,0,,,,,,,,
"1,022,640",202002,9,9016,40002,71376,232900,161524,0,13326,0,219574,2,9127,,,,,,,,
"1,022,641",202002,9,9016,40012,168816,605164,436348,4588,311595,10,288971,0,5580,,,,,,,,
"1,022,642",202002,9,9016,40014,90571,185679,95108,0,1623,2573,181483,1,22798,,,,,,,,
"1,022,643",202002,9,9016,40021,53600,112988,59388,0,0,0,112988,0,3560,,,,,,,,
"1,022,644",202002,9,9016,40030,9592,20501,10909,0,3659,0,16842,0,690,,,,,,,,
"1,022,645",202002,9,9016,40036,223009,274544,51535,0,12290,0,262254,0,963,,,,,,,,
"1,022,646",202002,9,9016,40042,18765,41894,23129,0,3101,0,38793,0,2010,,,,,,,,
"1,022,647",202002,9,9016,40044,32266,93300,61034,0,16349,0,76951,0,2023,,,,,,,,
"1,022,648",202002,9,9016,40059,0,9304,9304,0,0,0,9304,0,1585,,,,,,,,
"1,022,649",202002,9,9016,40062,382,848,466,0,0,0,848,0,29,,,,,,,,
"1,022,650",202002,9,9016,40072,181479,236043,54564,0,63911,12466,159666,0,5288,,,,,,,,
"1,022,651",202002,9,9016,40106,0,1039,1039,0,0,0,1039,0,1,,,,,,,,
"1,022,652",202002,9,9016,40110,0,714,714,0,0,0,714,0,0,,,,,,,,
"1,022,653",202002,9,9016,40127,2663,54245,51582,0,1,0,54244,0,661,,,,,,,,
"1,022,654",202002,9,9016,40128,919,1185,266,0,0,0,1185,0,182,,,,,,,,
"1,022,655",202002,9,9016,40130,0,948,948,0,19,0,929,0,583,,,,,,,,
"1,022,656",202002,9,9016,40131,0,2612,2612,0,5,0,2607,0,979,,,,,,,,
"1,022,657",202002,9,9016,40132,7101,13288,6187,0,0,0,13288,0,1189,,,,,,,,
"1,022,658",202002,9,9016,40136,0,9083,9083,0,0,0,9083,0,662,,,,,,,,
"1,022,659",202002,9,9016,40137,673,19962,19289,0,0,0,19962,0,71,,,,,,,,
"1,022,660",202002,9,9016,40138,0,333,333,0,0,0,333,0,138,,,,,,,,
"1,022,661",202002,9,9016,40140,0,168,168,0,0,0,168,4212,163,,,,,,,,
"1,022,662",202002,9,9016,40143,0,6490,6490,0,0,0,6490,0,19522,,,,,,,,
"1,022,663",202002,9,9016,40145,0,4302,4302,0,0,0,4302,0,1105,,,,,,,,
"1,022,664",202002,9,9016,40148,0,12423,12423,30,5608,0,6785,0,0,,,,,,,,
"1,022,665",202002,9,9016,40149,0,0,0,0,0,0,0,0,210,,,,,,,,
"1,022,666",202002,9,9016,40150,0,60,60,0,0,0,60,0,99,,,,,,,,
"1,022,667",202002,9,9016,40152,0,98,98,0,0,0,98,0,75,,,,,,,,
"1,022,668",202002,9,9016,40156,0,5597,5597,0,0,0,5597,0,2267,,,,,,,,
"1,022,669",202002,9,9017,40002,23083,88726,65643,0,19317,0,69409,1,3692,,,,,,,,
"1,022,670",202002,9,9017,40012,39295,89309,50014,0,9374,0,79935,0,2098,,,,,,,,
"1,022,671",202002,9,9017,40014,46050,74290,28240,0,501,493,73296,0,5256,,,,,,,,
"1,022,672",202002,9,9017,40021,26691,48465,21774,0,0,0,48465,0,2277,,,,,,,,
"1,022,673",202002,9,9017,40030,965,2376,1411,0,2,0,2374,0,79,,,,,,,,
"1,022,674",202002,9,9017,40036,708,3705,2997,0,21,0,3684,0,289,,,,,,,,
"1,022,675",202002,9,9017,40044,3077,8751,5674,0,4,0,8747,0,614,,,,,,,,
"1,022,676",202002,9,9017,40072,47849,63085,15236,0,7207,1706,54172,0,3444,,,,,,,,
"1,022,677",202002,9,9017,40127,2058,51693,49635,0,1,0,51692,0,700,,,,,,,,
"1,022,678",202002,9,9017,40137,293,17934,17641,0,0,0,17934,0,66,,,,,,,,
"1,022,679",202002,9,9017,40143,0,57,57,0,0,0,57,0,121,,,,,,,,
"1,022,680",202002,9,9017,40150,0,24,24,0,0,0,24,0,39,,,,,,,,
"1,022,681",202002,10,10001,40002,0,1722,1722,0,1722,0,0,0,0,,,,,,,,
"1,022,682",202002,10,10001,40012,3229,6175,2946,0,662,1,5512,0,109,,,,,,,,
"1,022,683",202002,10,10001,40072,911,2596,1685,0,282,27,2287,0,195,,,,,,,,
"1,022,684",202002,10,10001,40127,50,2298,2248,0,0,0,2298,0,16,,,,,,,,
"1,022,685",202002,10,10002,40002,0,100,100,0,100,0,0,0,0,,,,,,,,
"1,022,686",202002,10,10003,40002,0,136,136,0,136,0,0,0,0,,,,,,,,
"1,022,687",202002,10,10004,40002,0,1084,1084,0,1084,0,0,0,0,,,,,,,,
"1,022,688",202002,10,10004,40072,1602,3045,1443,0,585,54,2406,0,137,,,,,,,,
"1,022,689",202002,10,10004,40127,92,2564,2472,0,0,0,2564,0,21,,,,,,,,
"1,022,690",202002,10,10005,40002,29575,123067,93492,0,67002,0,56065,0,1898,,,,,,,,
"1,022,691",202002,10,10005,40012,65839,113235,47396,1,21182,8,92044,0,1178,,,,,,,,
"1,022,692",202002,10,10005,40014,57960,92794,34834,0,889,8976,82929,0,4007,,,,,,,,
"1,022,693",202002,10,10005,40021,27958,44818,16860,0,0,0,44818,0,1150,,,,,,,,
"1,022,694",202002,10,10005,40030,1177,1633,456,0,0,0,1633,0,20,,,,,,,,
"1,022,695",202002,10,10005,40036,250,4626,4376,0,11,0,4615,0,127,,,,,,,,
"1,022,696",202002,10,10005,40044,2605,10559,7954,0,433,0,10126,0,804,,,,,,,,
"1,022,697",202002,10,10005,40072,54884,72852,17968,0,12878,2261,57713,0,2680,,,,,,,,
"1,022,698",202002,10,10005,40127,856,28387,27531,0,0,0,28387,0,455,,,,,,,,
"1,022,699",202002,10,10005,40130,0,7331,7331,0,223,0,7108,0,909,,,,,,,,
"1,022,700",202002,10,10005,40131,0,2048,2048,0,0,0,2048,0,280,,,,,,,,
"1,022,701",202002,10,10005,40136,0,331,331,0,0,0,331,0,15,,,,,,,,
"1,022,702",202002,10,10005,40137,965,43268,42303,0,0,0,43268,0,40,,,,,,,,
"1,022,703",202002,10,10005,40143,0,132,132,0,0,0,132,0,150,,,,,,,,
"1,022,704",202002,10,10005,40150,0,3,3,0,0,0,3,0,1,,,,,,,,
"1,022,705",202002,10,10006,40002,0,149,149,0,149,0,0,0,0,,,,,,,,
"1,022,706",202002,10,10007,40002,24486,73296,48810,0,29593,0,43703,0,1474,,,,,,,,
"1,022,707",202002,10,10007,40012,39890,68333,28443,0,10619,0,57714,0,632,,,,,,,,
"1,022,708",202002,10,10007,40014,20569,25926,5357,0,24,188,25714,0,510,,,,,,,,
"1,022,709",202002,10,10007,40021,12429,21841,9412,0,0,0,21841,0,658,,,,,,,,
"1,022,710",202002,10,10007,40030,3005,3928,923,0,0,0,3928,0,123,,,,,,,,
"1,022,711",202002,10,10007,40036,70,996,926,0,1,0,995,0,21,,,,,,,,
"1,022,712",202002,10,10007,40044,3603,8766,5163,0,837,0,7929,0,482,,,,,,,,
"1,022,713",202002,10,10007,40058,149,2566,2417,0,331,0,2235,0,569,,,,,,,,
"1,022,714",202002,10,10007,40072,31072,37507,6435,0,13451,379,23677,0,1007,,,,,,,,
"1,022,715",202002,10,10007,40127,205,12820,12615,0,0,0,12820,0,159,,,,,,,,
"1,022,716",202002,10,10007,40130,0,3294,3294,0,297,0,2997,0,453,,,,,,,,
"1,022,717",202002,10,10007,40131,0,1507,1507,0,0,0,1507,0,111,,,,,,,,
"1,022,718",202002,10,10007,40137,2212,29043,26831,0,0,0,29043,0,20,,,,,,,,
"1,022,719",202002,10,10007,40150,0,4,4,0,0,0,4,0,4,,,,,,,,
"1,022,720",202002,10,10008,40002,6,1992,1986,0,1986,0,6,0,6,,,,,,,,
"1,022,721",202002,10,10008,40012,2270,6788,4518,0,943,0,5845,0,260,,,,,,,,
"1,022,722",202002,10,10008,40014,1931,4743,2812,0,9,66,4668,0,222,,,,,,,,
"1,022,723",202002,10,10008,40072,1166,2906,1740,0,357,14,2535,0,230,,,,,,,,
"1,022,724",202002,10,10008,40127,81,5247,5166,0,0,0,5247,0,99,,,,,,,,
"1,022,725",202002,10,10008,40130,0,134,134,0,0,0,134,0,0,,,,,,,,
"1,022,726",202002,10,10008,40137,72,2293,2221,0,0,0,2293,0,13,,,,,,,,
"1,022,727",202002,10,10009,40002,0,125,125,0,125,0,0,0,0,,,,,,,,
"1,022,728",202002,10,10010,40002,0,164,164,0,164,0,0,0,0,,,,,,,,
"1,022,729",202002,10,10011,40002,0,162,162,0,162,0,0,0,0,,,,,,,,
"1,022,730",202002,10,10012,40002,0,11409,11409,0,11409,0,0,0,0,,,,,,,,
"1,022,731",202002,10,10012,40036,1,184,183,0,0,0,184,0,2,,,,,,,,
"1,022,732",202002,10,10012,40044,469,2026,1557,0,0,0,2026,0,295,,,,,,,,
"1,022,733",202002,10,10012,40127,46,4744,4698,0,0,0,4744,0,47,,,,,,,,
"1,022,734",202002,10,10012,40130,0,2751,2751,0,249,0,2502,0,250,,,,,,,,
"1,022,735",202002,10,10012,40131,0,641,641,0,0,0,641,0,49,,,,,,,,
"1,022,736",202002,10,10012,40150,0,0,0,0,0,0,0,0,3,,,,,,,,
"1,022,737",202002,10,10013,40002,0,2615,2615,0,2615,0,0,0,0,,,,,,,,
"1,022,738",202002,10,10013,40127,0,491,491,0,0,0,491,0,0,,,,,,,,
"1,022,739",202002,10,10014,40002,0,556,556,0,556,0,0,0,0,,,,,,,,
"1,022,740",202002,10,10015,40002,0,1040,1040,0,1040,0,0,0,0,,,,,,,,
"1,022,741",202002,10,10015,40021,1155,3666,2511,0,0,0,3666,0,250,,,,,,,,
"1,022,742",202002,10,10016,40002,0,1155,1155,0,1155,0,0,0,0,,,,,,,,
"1,022,743",202002,10,10016,40127,9,1136,1127,0,0,0,1136,0,47,,,,,,,,
"1,022,744",202002,10,10017,40002,0,362,362,0,362,0,0,0,0,,,,,,,,
"1,022,745",202002,10,10018,40002,0,688,688,0,688,0,0,0,0,,,,,,,,
"1,022,746",202002,10,10018,40021,1115,5786,4671,0,0,0,5786,0,508,,,,,,,,
"1,022,747",202002,10,10019,40002,0,131,131,0,131,0,0,0,0,,,,,,,,
"1,022,748",202002,10,10020,40002,0,791,791,0,791,0,0,0,0,,,,,,,,
"1,022,749",202002,10,10020,40127,0,5,5,0,0,0,5,0,0,,,,,,,,
"1,022,750",202002,10,10021,40002,0,224,224,0,224,0,0,0,0,,,,,,,,
"1,022,751",202002,10,10022,40002,0,1834,1834,0,1834,0,0,0,0,,,,,,,,
"1,022,752",202002,10,10022,40021,0,16,16,0,0,0,16,0,0,,,,,,,,
